address,property_overview,price,property_url,purpose,property_description,num_bath_rooms,num_bed_rooms,area,cctv-security-amenity,parking-spaces-amenity,elevators-in-building-amenity,broadband-internet-amenity,maintenance-staff-amenity,building_type,building_nature,flooring-amenity,balcony-or-terrace-amenity,city,locality,address_1
"Uttara,Dhaka,Uttara,Dhaka,Daane Jamtola Near Azampur Kacha Bazar","1 room available from nov 1 for 1 person bachelor, I live alone in the other room., Location daane jamtola near azampur kacha bazar, Rent 6000/- near sector 4/6, There’s a separate washroom and a picture from the window view",600000,https://www.thetolet.com/en/dhaka/uttara/7572/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,Daane Jamtola Near Azampur Kacha Bazar
"Mohakhali,Dhaka,Mohakhali,Dhaka,৫৬-ক,মহাখালী দক্ষিণ পাড়া,ICDDR,B সাথে","1 seat available, from November/December-1, 2022, 1 seat will be rented in a 2-seat room in a flat house. , # Employees Only, # Wifi, Light, Fan Facilities., # Electricity, Gas, Water Facilities., # Rent - Tk 2900 All Together, # Quiet Environment., # Standard Food Facilities., 3rd Floor, Address : 56-A , Mohakhali Dakshin Para, with ICDDR,B.",290000,https://www.thetolet.com/en/dhaka/mohakhali/7566/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohakhali,"৫৬-ক,মহাখালী দক্ষিণ পাড়া,Icddr,B সাথে"
"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,মার্কাজ মসজিদের গলি","1 student seat is vacant in the dual room., -Can be removed from November. , -Beautiful and pleasant environment for studying.*, Address : Markaz Masjid Street",0,https://www.thetolet.com/en/kushtia/kushtia-sadar/7562/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,,,"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,মার্কাজ মসজিদের গলি"
"Jessore,Jessore Sadar,Jessore,Jessore,Jessore Sadar,Jessore,Jessore",,200000,https://www.thetolet.com/en/jessore/jessore-sadar/7550/family-house-tolet-from-november,Rent,Family House Tolet From November ,1,1,0,,,,,,Apartment,Residential,Yes,Yes,,,"Jessore,Jessore Sadar,Jessore,Jessore,Jessore Sadar,Jessore,Jessore"
"Gulshan,Dhaka,Gulshan,Dhaka,শাহজাদপুর গুলশান","Rent will be..! , for rent..!, Gulshan Shahajadpur CAMBRAIN SCHOOL with LIGHT FAIR SCHOOL ROAD. One minute distance from main road 1 big room, balcony kitchen, office with toilet or 4 rachelor group for rent, rent from December 2022, B:- 1 big room in 4th floor of 6th floor building, GP c- 40, Shahjadpur Gulshan",0,https://www.thetolet.com/en/dhaka/gulshan/7545/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Gulshan,শাহজাদপুর গুলশান
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,মোহাম্মদপুর মোহাম্মদী হাউজিং লিমিটেড 4।","1 seat for rent in dining space from current/November month, for students/ working bachelors. Open and quiet environment suitable for study. , Mohammadpur Mohammadi Housing Limited 4.",0,https://www.thetolet.com/en/dhaka/mohammadpur/7540/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,মোহাম্মদপুর মোহাম্মদী হাউজিং লিমিটেড 4।
"Manikganj Sadar,Manikganj,Manikganj Sadar,Manikganj,বনগ্রাম,গঙ্গাধরপট্টী","2 room, 1 kitchen and 1 bathroom house for rent on the ground floor of Bangram, Gangadharpattistha house. Only applicable for small families or female students. No gas connection. Electricity and water bills will be paid by the landlord. House rent 5000 rupees.",500000,https://www.thetolet.com/en/manikganj/manikganj-sadar/7534/family-house-tolet-from-november,Rent,Family House Tolet From November ,1,2,0,,,,,,Apartment,Residential,,,,,"Manikganj Sadar,Manikganj,Manikganj Sadar,Manikganj,বনগ্রাম,গঙ্গাধরপট্টী"
"১০০ ফিট রাস্তার সাথে,০৬,১২,Vatara,Dhaka,১০০ ফিট রাস্তার সাথে,০৬,১২,Vatara,Dhaka,স্থানঃ ভাটারা,নতুনবাজার,১০০ ফিট রাস্তার সাথেই বাসা।","Brand new house for rent, two bed rooms, dining, drawing room, two bathrooms (high commode, low commode), geyser line, 24 hours water, 2nd floor and 3rd floor for rent., 10 minutes to UIU University and DU University. takes Moreover, Gulshan, Bashundhara Residential, Badda are all adjacent areas. , No water or mud on the road., , Location: Bhatara, Nabunbazar, 100 feet house next to the road.",1500000,https://www.thetolet.com/en/dhaka/vatara/7521/family-house-tolet-from-november,Rent,Family House Tolet From November ,2,2,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"১০০ ফিট রাস্তার সাথে,০৬,১২,Vatara,১০০ ফিট রাস্তার সাথে,০৬,১২,Vatara,স্থানঃ ভাটারা,নতুনবাজার,১০০ ফিট রাস্তার সাথেই বাসা।"
"4,1,53,Daskhinkhan,Dhaka,4,1,53,Daskhinkhan,Dhaka,Singer,Opposite Of Akbar Tower,Dakshin Khan,Uttara,Dhaka.","Uttara, Dakshin Khan 3 bed, drawing-dining, 1500 square feet flat with garage for rent/sale. , , Interested call now for details, ?? +880 9638-628910, ?? +880 1612-228910, ?? +880 1912-228910 (WhatsApp), or inbox our Facebook page. Generator Service , ✅ 24/7 Customer Support , ✅ CCTV Monitoring , , Thank you",1500000,https://www.thetolet.com/en/dhaka/daskhinkhan/7516/family-house-tolet-from-november,Rent,Family House Tolet From November ,3,3,1500,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Dakshin Khan,"4,1,53,Daskhinkhan,4,1,53,Daskhinkhan,Singer,Opposite Of Akbar Tower,Dhaka."
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,House# 16,Road# 10,Adabar,Mohammadpur","O-LET at a new house big flat (Family) , =============, FROM : 1st November , 2022, ADDRESS :house# 16, Road# 10 ,Adabar,Mohammadpur, FLOOR : 4th floor (South Front & north back side), BED : 2 big(Two), Belcony : 1, Bath:2 (Two), Drawing,Dainning & Kitchen, Rent: 16000/- (one month advance) (slightly negotiable) , Water bill include in rent., lift within 2 month, Excluding bill:electricity, cylinder gas , ?No sublet pls?",1600000,https://www.thetolet.com/en/dhaka/mohammadpur/7506/family-house-tolet-from-november,Rent,Family House Tolet From November ,2,2,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,"House# 16,Road# 10,Adabar"
"Mohakhali,Dhaka,Mohakhali,Dhaka,শাহাজাদ পুর,জীমের গলি","From 1st November 2022 in flat house, open and quiet environment 1 non smoking roommate required, 1 seat in a separate room of 3 seats for rent., ★ 2nd floor, ★ Tiled room. , ★Atest Wash Room, Hikmode. , ★Large balcony., ★24 hour check-in facility. , ★wifi facility. , ★Rent-3000 rupees (all inclusive), ★1 month rent in advance and current month rent to be paid by 10th. , #Restaurant Worker Priority / Jobs., Address : Shahzad Pur, Jeemer Goli. , (Behind Indian Embassy), Mobile :01634-508550",0,https://www.thetolet.com/en/dhaka/mohakhali/7501/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohakhali,"শাহাজাদ পুর,জীমের গলি"
"ChuadangaS,Chuadanga,ChuadangaS,Chuadanga,শাপলা নিবাস,কানাপুকুরপাড়া তৌহিদ জামে মসজিদের দক্ষিণে","One room of a three-room flat on the roof of the fourth floor will be rented from next month for working bachelors. There are two people in two rooms. Kitchen and bathroom are to be shared. Motorcycle garage is available. Address: Shapla Niwas, Kanapukurpara South of Tawheed Jame Masjid.",0,https://www.thetolet.com/en/chuadanga/chuadangas/7496/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,,,"Chuadangas,Chuadanga,Chuadangas,Chuadanga,শাপলা নিবাস,কানাপুকুরপাড়া তৌহিদ জামে মসজিদের দক্ষিণে"
"Hashem Khan Road,Ha,House 32/F,2/A,Rayer Bazar,Dhaka,Hashem Khan Road,Ha,House 32/F,2/A,Rayer Bazar,Dhaka,Hazrat Shah Ali Cooperative Society","★ To-Let, ★ Flat for Rent at Rayerbazar, ★ Rent 13,000 bdt per month; Wasa 500 tk, Guard 500 tk, ★ 2nd Floor, ★ 850 sq feet, ★ Two Bedrooms, Balcony, Drawing, Dining, Kitchen & Two Bathrooms, ★ Attached Bathroom, ★ No Service Charge, ★ CC TV, Guard, ★ Family is preferred, ★ Address: - House 32/F, 2/A, Hashem Khan Road, Hazrat Shah Ali Goli, Rayerbazar, ★ Please Contact 01712096905 for details",1300000,https://www.thetolet.com/en/dhaka/rayer-bazar/7491/family-house-tolet-from-december,Rent,Family House Tolet From December ,2,2,850,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Hashem Khan Road,Ha,House 32/F,2/A,Rayer Bazar,Hashem Khan Road,Ha,House 32/F,2/A,Rayer Bazar,Hazrat Shah Ali Cooperative Society"
"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,আকুয়া মাদ্রাসা কোয়ার্টার (লিচু বাগান)","1 seat available in room for 2 with attached bathroom and balcony.(Student), Location : Aqua Madrasa Quarter (Lichu Bagan)",0,https://www.thetolet.com/en/mymensingh/mymensingh-sadar/7487/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,,,"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,আকুয়া মাদ্রাসা কোয়ার্টার (লিচু বাগান)"
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,লালমাটিয়া ব্লক ই,জাকির হোসেন রোড","Only for female, if you want from November you can get up in this month, ? Two seats in three seat room in girls flat (3300 rupees) Attached bath, (Excluding electricity bill), It is better to have someone who is taking job preparation. , Amenities, Fridge, Molar Bill, Wifi Bill, Gas Bill, Included in Rent. , house 6 floors (no lift) roof can be used. , Place- Lalmatia Block E, Zakir Hossain Road",0,https://www.thetolet.com/en/dhaka/mohammadpur/7482/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,"লালমাটিয়া ব্লক ই,জাকির হোসেন রোড"
"Mohakhali,Dhaka,Mohakhali,Dhaka,ব্র‍্যাক ইউনিভার্সিটির পাশেই জি পি গ ১৬২/A তে","From November 1, next to BRAC University, 1 seat will be rented in GPG 162/A, 2 people in 1 room. Rent: 3500 (in total), should be employed",350000,https://www.thetolet.com/en/dhaka/mohakhali/7476/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohakhali,ব্র‍্যাক ইউনিভার্সিটির পাশেই জি পি গ ১৬২/A তে
"Farmgate,Dhaka,Farmgate,Dhaka,ইন্দিরা রোড,ফার্মগেট","1 room for girls will be rented from 1st Nov., only service charges (including service charge, gas, electricity, water, janitorial and garbage bills)., who do Farmgate, Pathpath, Greenroad, Khamarbari or Indiraroad coating or job will be available. , Address: Indira Road, Farmgate",0,https://www.thetolet.com/en/dhaka/farmgate/7473/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Farmgate,Farmgate,ইন্দিরা রোড,ফার্মগেট"
"Cox S Bazar Sadar,Cox S Bazar,Cox S Bazar Sadar,Cox S Bazar,উত্তর বাহারছড়া,হোটেল নিরিবিলির পেছনে","2 bedroom,1 drawing room,1 bathroom,1 kitchen, 1 balcony",1100000,https://www.thetolet.com/en/cox-s-bazar/cox-s-bazar-sadar/7466/family-house-tolet-from-november,Rent,Family House Tolet From November ,1,2,0,,,,,,Apartment,Residential,Yes,Yes,,,"Cox S Bazar Sadar,Cox S Bazar,Cox S Bazar Sadar,Cox S Bazar,উত্তর বাহারছড়া,হোটেল নিরিবিলির পেছনে"
"Wari,Dhaka,Wari,Dhaka,ঠিকানা: ৬৬/১ ভজহরি সাহা স্ট্রিট,ওয়ারী,ঢাকা","Contact: 01819144204. 1100 Sq Ft new family flat for rent from 1st November in beautiful and pleasant surroundings - (Address: 66/1 Bhajahari Saha Street, Wari, Dhaka), 3 bedrooms, 3 bathrooms, 2 balconies, 1 Drawing room, 1 kitchen, 6th floor, (no lift), monthly rent 19000 (including water and other service charges), cylinder gas and electricity bill tenant, 2 months rent to be paid in advance",1900000,https://www.thetolet.com/en/dhaka/wari/7462/family-house-tolet-from-november,Rent,Family House Tolet From November ,3,3,0,,,,,,Apartment,Residential,,Yes,Dhaka,,"Wari,Wari,ঠিকানা: ৬৬/১ ভজহরি সাহা স্ট্রিট,ওয়ারী,ঢাকা"
"Khulna Sadar,Khulna,Khulna Sadar,Khulna,সোনাডাঙ্গা ডেলটা টাওয়ারের পাশে","?To-let ?, for male bachelors, (4th floor complete tiles ), (current) month available., ?Seats : 2 seats are vacant. , ?Rent: Tk 1100 seat.Tk 800 for a month., ?Address : Next to Sonadanga Delta Tower (next to 22 tala),,, Facilities, _____________, ?The environment of the house is very quiet., ?Good motorcycle storage facility., ? Drinking water inside.",110000,https://www.thetolet.com/en/khulna/khulna-sadar/7458/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,,,"Khulna Sadar,Khulna,Khulna Sadar,Khulna,সোনাডাঙ্গা ডেলটা টাওয়ারের পাশে"
"Khulna Sadar,Khulna,Khulna Sadar,Khulna,সোনাডাঙা আবাসিক এলাকা,২য় পর্যায়,রোড নংঃ ১৪","??-??? , For Bᴀᴄʜᴇʟᴏʀ(Male), (Student Only), Address: Sonadanga Residential Area, 2nd Phase, Road No. 14, Fully Tiled Room+Attest Bath+Kitchen., 2 Floors of a Dining Space on the Ground Floor of a 2 Floor Building for Rent. ., Rent: 1250 ฿, If you want to go out from the room, there are 2 gates in addition to the door of the room, so it is a safe, pleasant and quiet environment. And there is a bua aunty to cook. , 01/11/2022 will be lifted from this November",125000,https://www.thetolet.com/en/khulna/khulna-sadar/7454/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,,,"Khulna Sadar,Khulna,Khulna Sadar,Khulna,সোনাডাঙা আবাসিক এলাকা,২য় পর্যায়,রোড নংঃ ১৪"
"Barisal Sadar,Barisal,Barisal Sadar,Barisal,সান্ধ্যনীড়"",প্রফেসর মোসলেম মিয়ার বাড়ি । মুসলিম গোরস্থান রোড","★ House Rent (For Small Family) ★, ---------------------------------------------------- ----------------, > Sufficient light-air, safe and quiet environment! , > Rent from 1st November., > Four Floor Front Flat (Tk 5,500)., > 2 Big Rooms, Kitchen Cum Dining Room, 1 Bathroom, 1 Balcony., > Rent Fixed., > Electricity Bill to be paid separately., ★ Address: ""Sandhyanid"", Prof. Moslem Mia's house. Muslim Gorasthan Road, (West of Gorasthan Masjid. 10 minutes from BM College and Hatim Ali College).",0,https://www.thetolet.com/en/barisal/barisal-sadar/7450/family-house-tolet-from-november,Rent,Family House Tolet From November ,1,2,0,,,,,,Apartment,Residential,,,,,"Barisal Sadar,Barisal,Barisal Sadar,Barisal,সান্ধ্যনীড়"",প্রফেসর মোসলেম মিয়ার বাড়ি । মুসলিম গোরস্থান রোড"
"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,বনফুড বেকারির পিছনে,আড়ুয়াপাড়া","Family house for rent.?, 2nd floor flat for rent., 2 bedrooms,, 1 bathroom,, 1 kitchen,, 1 balcony, with dining., 2nd floor full tiles fitting open plan flat, own water supply. Adequate light and air and pleasant living environment., Rent-5500(negotiable), B: No motorcycle parking facility., Location-Behind Bonfood Bakery, Aruapara",550000,https://www.thetolet.com/en/kushtia/kushtia-sadar/7444/family-house-tolet-from-november,Rent,Family House Tolet From November ,1,2,0,,,,,,Apartment,Residential,,,,,"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,বনফুড বেকারির পিছনে,আড়ুয়াপাড়া"
"Bogra Sadar,Bogra,Bogra Sadar,Bogra,মালতিনগর এম.এস ক্লাব মাঠের পশ্চিম পাশে,মন্ডল বাড়ি","House for rent from November: 3 floors, 3 bedrooms, ? 2 balconies, 2 bathrooms, kitchen, drawing, dining. , ✅ 24 hours water supply is available. , ✅ There is a separate line for food and water. , ✅ There is IPS line, there is AC line., ✅ There is a big garage for storing motorcycles. , ✅ Tiling the whole house. , ✅ Rooftop can be used., ?Location: Maltinagar MS Club Ground West side, Mandal Bari.",0,https://www.thetolet.com/en/bogra/bogra-sadar/7440/family-house-tolet-from-november,Rent,Family House Tolet From November ,2,3,0,,,,,,Apartment,Residential,,,,,"Bogra Sadar,Bogra,Bogra Sadar,Bogra,মালতিনগর এম.এস ক্লাব মাঠের পশ্চিম পাশে,মন্ডল বাড়ি"
