area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_overview,property_url,purpose,city,locality,address,maintenance-staff-amenity,security-staff-amenity,facilities-for-disabled-amenity
10760.0,Apartment,NA,2.0,2.0,1.0,We are looking for a residential apartment (1000 Sqft) for rent in Bashundhara R/A . The apartment must be in a prime location with modern facilities. Only respected owners can contact us.,"Built in Year : 2015,Size 1000 Sq. Meter,Parking Spaces,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd906/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,NA
,Apartment,NA,1.0,1.0,1.0,"We are looking for a Residential Apartment (1000 Sqft) for Rent in Bashundhara R/A. The apartment must be in a Prime Location with modern facilities. Only respected owners can contact with us.,Contact For Booking:,
88 01712-553547,
88 01921096846,JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd917/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,NA
10760.0,Apartment,NA,0.0,0.0,1.0,We are looking for Commercial Office Space (Sqft 1000+) for rent in a prime location with availability of modern facilities. The office space has to be in a good condition. Only respected owners can contact with us.,"Built in Year : 2018,Size 1000 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd920/,Sale,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
10760.0,Apartment,NA,2.0,2.0,1.0,"Want to rent a residential apartment on Bashundhara R/A (square feet 1).The apartment has to be in the prime location with modern facilities.Only respected owners can contact us.Thanks., Contact:,
12-5,
120, location :,
Jessix Tower, 1/A, Block-I, Level 1,
Japan Street, Bashundhara R/A","Built in Year : 2017,Size 1000 Sq. Meter,Parking Spaces,Electricity Backup,Waste Disposal,Beautiful View,CCTV Security,Elevator",https://www.toleter.com/property/bd925/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,NA
10760.0,Apartment,NA,0.0,0.0,1.0,"We want to rent commercial office space at Prime location with modern facilities (square feet 1+).The office space should be in good condition.Only respected owners can contact us.Thanks., Contact:,
12-5,
120, location :,
Jessix Tower, 1/A, Block-I, Level 1,
Japan Street, Bashundhara R/A","Built in Year : 2020,Size 1000 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,CCTV Security,Others Main Features",https://www.toleter.com/property/bd923/,Rent,NA,,",",NA,yes,NA
,Apartment,NA,1.0,1.0,8000.0,"Rent for Job Holder / Small Family / Small Office,– Single Brand New Room With Attached Toilet and Kitchen,– Very Well Furnished.,– No one used the rooms till now. You will become the first rent. Whole building is newly built.",Built in Year : 2022,https://www.toleter.com/property/bd940/,Rent,NA,Banasree," Block C, Road No 12,",NA,NA,NA
10760.0,Apartment,NA,1.0,1.0,1.0,"We are looking for a Residential Apartment (1000 Sqft) for Rent in Bashundhara R/A. The apartment must be in a Prime Location with modern facilities. Only respected owners can contact with us.,Contact For Booking:,
88 01712-553547,
88 01921096846,JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Built in Year : 2020,Size 1000 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd928/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
10760.0,Apartment,NA,1.0,2.0,1.0,We are looking for a Residential apartment (1000 Sqft) for Rent in Bashundhara R/A . The apartment must be in a Prime Location with modern facilities. Only respected owners can contact with us.,"Size 1000 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Waste Disposal,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd944/,Rent,NA,,",.",yes,yes,NA
10760.0,Apartment,NA,1.0,1.0,0.0,"We are looking for a residential apartment (1000 Sqft) for rent in Bashundhara R/A . The apartment must be in a prime location with modern facilities. Only respected owners can contact with us.,Contact For Booking:,
88 01712-553547,
88 01921096846,JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Built in Year : 2020,Size 1000 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,Others Main Features",https://www.toleter.com/property/bd904/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
3228.0,Apartment,NA,1.0,1.0,1.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","Built in Year : 2020,Size 300 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd942/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
18292.0,Apartment,NA,2.0,0.0,170000.0,"Our adaptable, interactive, air-conditioned co-working,
office spaces in Dhaka come with modern, amenities for everything your company,
needs for success, including high speed broadband, and limitless refreshments. Our,
office space blends first-rate service with best amenities to offer office,
space solutions that are specific to your company’s requirements.,Details,
> Property Size: 1700 Sqft,
> Price: BDT 170000,
> Floor: 5th Floor,
> Unit Per Floor: 02,
> Lift: 01 available,
> Parking: 1,Benefits,
> Super-Fast Internet,
> Continual Refreshment,
> Standard Meeting room,
> Comfortable Desk Service,
> Separate USB and electricity ports,
> Printing , Scanning , Photocopying,
> Lockable Storage Spaces & Cabinets,
> 24 Hours Security, Friendly Environment,Contact For Booking,
01712-553547,,
01921096846","Built in Year : 2018,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd864/,Rent,Dhaka,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",NA,NA,NA
,Apartment,NA,2.0,2.0,5500.0,"Home will be rented,
Mobile No. 1,
 #Bedroom 2 big,
#2 porch 2,
#Bathroom 2 (an atast+ highcomd),
#Kitchen 1,
#Drawing Room 1,
#Dining 5pm,
🔸 Benefits:,
✅Alda Electric Meter **,
120 hours of water arrangements*+ food water line,
✅ AC has lined,
Large garage (garage will not be rented).,
#To tile the whole nest ,,
 #Location: Sultan Ganj Para, Camel twist on the fourth floor.,
RNT 5500+GAS1080+Electricity, Source: Facebook",,https://www.toleter.com/property/bd873/,Rent,NA,,"Sultanganj Para, Camel Twist On The Fourth Floor, Nest,",NA,NA,NA
18292.0,Apartment,NA,1.0,3.0,1.0,"Fully Furnished Co-working Space Rent In Dhaka,
Our adaptable, interactive, air-conditioned co-working office spaces in Dhaka come with modern, amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our office space blends first-rate service with best amenities to offer office space solutions that are specific to your company’s requirements.,
.,
Details,
>Property Size: 1700 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
>Super-Fast Internet,
>Continual Refreshment,
>Standard Meeting room,
>Comfortable Desk Service,
>Separate USB & Electricity Ports,
>Printing ,Scanning , Photocopying,
>Lockable Storage Spaces & Cabinets,
>24 Hours Security, Friendly Environment,
.,
Link: https://www.banglamart.com/serviced-co-working-space/,Contact For Booking:,
88 01712-553547,
88 01921096846","Built in Year : 2020,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features",https://www.toleter.com/property/bd880/,Rent,Dhaka,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
18292.0,Apartment,NA,1.0,3.0,1.0,"Fully Furnished Shared Office Space Rent In Dhaka,
Our adaptable, interactive, air-conditioned shared office spaces in Dhaka come with modern, amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our shared office blends first-rate service with best amenities to offer office space solutions that are specific to your company’s requirements.,
.,
Benefits,
>Super-Fast Internet,
>Continual Refreshment,
>Standard Meeting room,
>Comfortable Desk Service,
>Separate USB & Electricity Ports,
>Printing ,Scanning , Photocopying,
>Lockable Storage Spaces & Cabinets,
>24 Hours Security, Friendly Environment,
.,
Contact For Booking:,
88 01712-553547,
88 01921096846","Built in Year : 2020,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features",https://www.toleter.com/property/bd869/,Rent,Dhaka,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
18292.0,Apartment,NA,2.0,0.0,1.0,"Fully Furnished Co-working Space Rent In Dhaka,Our adaptable, interactive, air-conditioned co-working,
office spaces in Dhaka come with modern, amenities for everything your company,
needs for success, including high speed broadband, and limitless refreshments. Our,
office space blends first-rate service with best amenities to offer office,
space solutions that are specific to your company’s requirements.,Details,
> Property Size: 1700 Sqft,
> Floor: 5th Floor,
> Unit Per Floor: 02,
> Lift: 01 available,
> Parking: 1,Benefits,
> Super-Fast Internet,
> Continual Refreshment,
> Standard Meeting room,
> Comfortable Desk Service,
> Separate USB and electricity ports,
> Printing , Scanning , Photocopying,
> Lockable Storage Spaces & Cabinets,
> 24 Hours Security, Friendly Environment,Contact For Booking,
01712-553547,,
01921096846,JCX TOWER,1136/A, Block-I, Level 5,Japan Street,,
Bashundhara R/A","Built in Year : 2018,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd875/,Rent,Dhaka,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
,Apartment,NA,2.0,2.0,7500.0,"Two bed rooms, cooking rooms, dining and drawing rooms, two bathrooms, porch will be rented on the second floor.
Location: Hannan Road (next to Harintana police station), Zero Point, Khulna.
Contact - 01718449421,
Rental amount-7500/-, Source: Facebook",Balcony,https://www.toleter.com/property/bd888/,Rent,Khulna,,"Hannan Road (Next To Harintana Police Station), Zero Point,",NA,NA,NA
18292.0,Apartment,NA,1.0,3.0,1.0,"Virtual Office Space Rent In Dhaka,
With a virtual office, you will reduce expenses while still enjoying the benefits of a business office. Businesses can get a mailing location and office-related services from a virtual office without the expense of a long rental. Employees can work virtually with a virtual office while still having access to amenities like such a mail, phone responding services, meeting spaces, and conferencing.,
.,
Details,
>Property Size: 1700 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
> Mail Receiving & Forwarding,
> No Hassle of Setting Up Office,
> Paying Only For What You Need,
> Get A Registered Business Address,
> Call Handling & Telephone Answering,
> Reduce Expenses, Workspace Service,
> Teleconferencing & Videoconferencing Service,Contact For Booking,
01712-553547,
01921096846","Built in Year : 2020,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features",https://www.toleter.com/property/bd878/,Rent,Dhaka,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
10760.0,Apartment,NA,0.0,0.0,1.0,We are looking for Commercial Office Space (Sqft 1000+) for rent in a prime location with availability of modern facilities. The office space has to be in a good condition. Only respected owners can contact with us.,"Built in Year : 2018,Size 1000 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd882/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,yes
,Apartment,NA,3.0,3.0,17000.0,"Office/Family Home will be rented.,
Room: 1,
Bathroom: 1 (bathroom in every bed room),
Drawing Room: 1,
Dining Room: 1,
Address: Nirala Residential Area,
Road: 1,
Home: 1,
Rent: 1 thousand,
Contact: 01987738791,
B is a garage for the car.","Parking Spaces,Balcony",https://www.toleter.com/property/bd894/,Rent,NA,,"Nirala Residential Area, Road: 1,",NA,NA,NA
10760.0,Apartment,NA,1.0,1.0,1.0,We are looking for a residential apartment (1000 Sqft) for rent in Bashundhara R/A . The apartment must be in a prime location with modern facilities. Only respected owners can contact us.,"Built in Year : 2020,Size 1000 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd896/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",NA,NA,NA
4035.0,Apartment,NA,0.0,0.0,35000.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd806/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,yes
10760.0,Apartment,NA,2.0,2.0,1.0,Want to rent a residential apartment on Bashundhara R/A (square feet 1).The apartment has to be in the prime location with modern facilities.Only respected owners can contact us.Thanks,"Built in Year : 2018,Size 1000 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd899/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,1.0,35000.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A.,
Short-Term Rentals with Kitchen, TV,  Refrigerator, WiFi, Microwave,
oven, A/C.,
.,
Facilities Available :,
 > Swimming Pool,,
 > Gym with 24/7 and Jogging track,
 > Daily Room & Bathroom Cleaning,
 > Multi-purpose Hall Room With Full AC,
 > Steam Bath, Thermal massager,
 > Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","Built in Year : 2018,Size 375 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd858/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,NA
22596.0,Apartment,NA,1.0,4.0,2.0,"Fully Furnished Co-working Space Rent In Dhaka,
Our adaptable, interactive, air-conditioned co-working office spaces in Dhaka come with modern, amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our office space blends first-rate service with best amenities to offer office space solutions that are specific to your company’s requirements.,
.,
Details,
>Property Size: 2100 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
>Super-Fast Internet,
>Continual Refreshment,
>Standard Meeting room,
>Comfortable Desk Service,
>Separate USB & Electricity Ports,
>Printing ,Scanning , Photocopying,
>Lockable Storage Spaces & Cabinets,
>24 Hours Security, Friendly Environment,
.,
Contact For Booking:,
88 01712-553547,
88 01921096846","Built in Year : 2020,Size 2100 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features",https://www.toleter.com/property/bd862/,Rent,Dhaka,,",,",yes,yes,NA
12998.08,Apartment,NA,3.0,3.0,19000.0,"Apartment size: 1206 sqft,,
Apartment condition: New 14 storied and 5000PSI concrete strength earthquake resistance building.,
Facing : South,
Floor: C-07 (7th),
Bed: 03,
Bathroom: 03 (Attached 2 and 1 common with high quality fittings and overhead store space with gyser facility).,
Master bed: Semi furnished with balcony,
Child bed: Attached toilet with balcony,
Guest bed: Open view west side window,
Drawing: Big room with entrance way.,
Kitchen: Fully furnished with kitchen hood,
Lift: 3 lifts ( One is running and other two erecting, finish within 2 months),
Power Supply: DESCO supply comprising with apartment own Energypac Brand substation.,
Water Supply: Both WASA line and Self Water supply by deep water pump,
GAS Supply: Cylinder GAS reticulation system, Cost depend on use.,
Parking: Parking is available but no driver room,
CCTV: Downstair CCTV available.,
Security: All time Security available in the gate.,
Mosque and garden : Top floor consists of mosque for flat member and garden facility,
School & Hospital  : Including Monipur school several school are situated with short distance and several hospital around area.,
Restaurant and fast food: 24 hour open restaurant near the building,
Market: From this place you can move around Shamoly, Agargao, Kazipara, Shawrapara, Mirpur 10, Mirpur 2, Mirpur 1, Technical and Kallaynpur within shortway. Several Grocery shop and Market around this area.,
Location: From the apartment location all offices in Agargao is within 500-1000m and Monipur school is within 2000m and Shamoly Square 1500m and Kallayanpur in 1500m and technical 2000m.","Built in Year : 2021,Size 1208 Sq. Meter,Floors: 14,Parking Spaces,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd816/,Rent,NA,,"60 Feet Road,",NA,NA,NA
